loc,entity,risk_score,complexity,revisions,risk_factor
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ToDoList.js,0.82,3,1,low
78,packages/react-dom/src/events/getListener.js,0.82,4,1,low
156,packages/react-devtools-shell/src/app/InspectableElements/CustomHooks.js,0.82,3,1,low
42,packages/react-devtools-timeline/src/content-views/utils/positioning.js,0.82,5,1,low
153,packages/react-reconciler/src/ReactFiberSuspenseContext.old.js,0.82,3,1,low
338,packages/react-reconciler/README.md,0.82,2,1,low
75,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementSuspenseToggle.js,0.82,4,1,low
150,packages/react-dom/src/__tests__/ReactDOMHooks-test.js,0.82,3,1,low
331,packages/react-dom/src/events/plugins/ChangeEventPlugin.js,0.82,2,1,low
148,packages/react-devtools-timeline/src/view-base/geometry.js,0.82,3,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ContainingStringSourceMappingURL.js,0.82,5,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.82,5,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/ContainingStringSourceMappingURL.js,0.82,5,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ContainingStringSourceMappingURL.js,0.82,5,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/Example.js,0.81,5,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/Example.js,0.81,5,1,low
803,packages/react-native-renderer/src/legacy-events/ResponderEventPlugin.js,0.81,1,1,low
139,packages/react-art/npm/Rectangle.js,0.81,3,1,low
138,packages/react-devtools-shared/src/devtools/views/Settings/GeneralSettings.js,0.81,3,1,low
137,scripts/release/publish-using-ci-workflow.js,0.81,3,1,low
135,packages/react-dom/src/events/DOMEventProperties.js,0.81,3,1,low
37,packages/react-devtools-shared/src/__tests__/__serializers__/inspectedElementSerializer.js,0.81,5,1,low
297,packages/react-devtools-timeline/src/view-base/resizable/ResizableView.js,0.81,2,1,low
288,packages/react-devtools-shared/src/backend/DevToolsComponentStackFrame.js,0.81,2,1,low
36,packages/react-devtools-shared/src/devtools/views/Profiler/ProfilingNotSupported.js,0.81,5,1,low
36,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithUnnamedCustomHooks.js,0.81,5,1,low
129,scripts/devtools/utils.js,0.80,3,1,low
280,packages/react-dom/src/__tests__/ReactDOMServerIntegrationSelect-test.js,0.80,2,1,low
124,packages/jest-react/src/JestReact.js,0.80,3,1,low
270,packages/react-server/src/ReactFlightNewContext.js,0.80,2,1,low
34,packages/react-client/src/ReactFlightClientHostConfigNoStream.js,0.80,5,1,low
34,packages/react-devtools-shell/src/multi/right.js,0.80,5,1,low
266,packages/react-devtools-shared/src/__tests__/FastRefreshDevToolsIntegration-test.js,0.80,2,1,low
265,packages/react-devtools-shared/src/hooks/__tests__/getHookNameForLocation-test.js,0.80,2,1,low
33,packages/shared/forks/invokeGuardedCallbackImpl.www.js,0.80,5,1,low
58,packages/react-devtools-shared/src/devtools/views/Components/NativeStyleEditor/AutoSizeInput.js,0.79,4,1,low
114,packages/react-devtools-timeline/src/content-views/utils/colors.js,0.79,3,1,low
606,packages/react-interactions/events/src/dom/create-event-handle/__tests__/useFocusWithin-test.internal.js,0.79,1,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/ComponentUsingHooksIndirectly.js,0.79,4,1,low
56,packages/react-devtools-timeline/src/view-base/vertical-scroll-overflow/withVerticalScrollbarLayout.js,0.79,4,1,low
31,fixtures/ssr2/README.md,0.79,5,1,low
109,scripts/rollup/validate/index.js,0.79,3,1,low
237,packages/react-native-renderer/src/legacy-events/ResponderTouchHistoryStore.js,0.79,2,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/ComponentWithMultipleHooksPerLine.js,0.79,5,1,low
54,packages/react-art/npm/Circle.js,0.79,4,1,low
54,fixtures/ssr2/scripts/build.js,0.79,4,1,low
562,packages/react-reconciler/src/ReactTestSelectors.js,0.79,1,1,low
102,packages/react-devtools-shared/src/devtools/views/Components/Element.css,0.79,3,1,low
29,packages/react-devtools-shared/src/devtools/views/useThemeStyles.js,0.79,5,1,low
52,packages/react-devtools-shared/src/devtools/views/context.js,0.78,4,1,low
52,packages/react-native-renderer/src/ReactNativeComponentTree.js,0.78,4,1,low
51,packages/react-devtools-shared/src/devtools/views/Components/InspectHostNodesToggle.js,0.78,4,1,low
51,packages/react-reconciler/src/ReactFiberWakeable.new.js,0.78,4,1,low
99,packages/react-dom/src/server/ReactDOMFizzStaticBrowser.js,0.78,3,1,low
98,packages/react-dom/src/events/TopLevelEventTypes.js,0.78,3,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithNestedHooks.js,0.78,5,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/useTheme.js,0.78,5,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/useTheme.js,0.78,5,1,low
47,packages/react-client/src/forks/ReactFlightClientHostConfig.custom.js,0.78,4,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.77,5,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithExternalCustomHooks.js,0.77,5,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/ComponentWithExternalCustomHooks.js,0.77,5,1,low
26,packages/react-devtools-shared/src/hooks/ErrorTesterCompiled.js,0.77,5,1,low
89,packages/react-devtools-timeline/src/EventTooltip.css,0.77,3,1,low
89,scripts/eslint/index.js,0.77,3,1,low
45,packages/react-dom/server.node.js,0.77,4,1,low
45,packages/react-devtools-shared/src/hooks/__tests__/__source__/ComponentUsingHooksIndirectly.js,0.77,4,1,low
87,scripts/eslint-rules/no-production-logging.js,0.77,3,1,low
25,packages/shared/ReactServerContextRegistry.js,0.77,5,1,low
44,packages/react-devtools-shared/src/__tests__/__serializers__/dehydratedValueSerializer.js,0.77,4,1,low
84,packages/react-devtools-inline/__tests__/__e2e__/devtools-utils.js,0.77,3,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithCustomHook.js,0.77,1,4,low
0,packages/react-devtools-scheduling-profiler/src/content-views/ComponentMeasuresView.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithCustomHook.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithCustomHook.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/parseHookNames/index.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithCustomHook.js.map,0.77,1,4,low
0,packages/react-devtools-extensions/src/SourceMapMetadataConsumer.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/constants.js,0.77,1,4,low
0,packages/react-devtools-scheduling-profiler/src/content-views/NativeEventsView.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithCustomHook.js,0.77,1,4,low
0,packages/react-devtools-scheduling-profiler/src/content-views/FlamechartView.js,0.77,1,4,low
0,packages/react-reconciler/src/__tests__/SchedulingProfilerLabels-test.internal.js,0.77,1,4,low
0,packages/react-devtools-scheduling-profiler/src/view-base/Surface.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithCustomHook.js,0.77,1,4,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithCustomHook.js,0.77,1,4,low
0,packages/react-devtools-scheduling-profiler/src/view-base/HorizontalPanAndZoomView.js,0.77,1,4,low
2,packages/react-devtools-shared/src/hooks/__tests__/__source__/README.md,0.77,3,2,low
24,packages/react-devtools-shared/src/hooks/__tests__/__source__/ComponentWithMultipleHooksPerLine.js,0.77,5,1,low
82,scripts/release/shared-commands/parse-params.js,0.77,3,1,low
80,scripts/eslint-rules/prod-error-codes.js,0.76,3,1,low
80,packages/react-devtools-timeline/src/content-views/utils/__tests__/moduleFilters-test.js,0.76,3,1,low
23,packages/react-devtools-shared/src/devtools/views/Components/HookNamesModuleLoaderContext.js,0.76,5,1,low
23,packages/react-dom/index.modern.fb.js,0.76,5,1,low
23,packages/react-dom/unstable_testing.experimental.js,0.76,5,1,low
23,packages/react-devtools-shared/src/hooks/__tests__/__source__/ComponentWithNestedHooks.js,0.76,5,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ContainingStringSourceMappingURL.js,0.76,4,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.76,4,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ContainingStringSourceMappingURL.js,0.76,4,1,low
40,packages/react-server/package.json,0.76,4,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ToDoList.js,0.76,2,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/ToDoList.js,0.76,2,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/ToDoList.js,0.76,2,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/Example.js,0.76,4,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/Example.js,0.76,4,1,low
22,packages/react-cache/package.json,0.76,5,1,low
22,fixtures/attribute-behavior/package.json,0.76,5,1,low
22,packages/react-devtools-shared/src/UnsupportedBridgeOperationError.js,0.76,5,1,low
22,packages/react-devtools-shared/src/__tests__/__serializers__/storeSerializer.js,0.76,5,1,low
22,packages/react-devtools-shared/src/errors/UnknownHookError.js,0.76,5,1,low
22,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithUseState.js,0.76,5,1,low
157,packages/react-devtools-shared/src/devtools/views/Profiler/types.js,0.76,2,1,low
38,packages/react-reconciler/src/forks/ReactFiberErrorDialog.native.js,0.76,4,1,low
38,packages/react-devtools-timeline/src/TimelineNotSupported.css,0.76,4,1,low
153,packages/react-dom/src/client/inputValueTracking.js,0.76,2,1,low
71,packages/react-devtools-shell/src/app/Iframe/index.js,0.75,3,1,low
71,packages/react-reconciler/src/ReactFiberHiddenContext.new.js,0.75,3,1,low
21,packages/react-devtools-timeline/src/content-views/index.js,0.75,5,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/InlineRequire.js,0.75,5,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/InlineRequire.js,0.75,5,1,low
21,packages/react-reconciler/src/ReactFiberHostConfig.js,0.75,5,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/InlineRequire.js,0.75,5,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithCustomHook.js,0.75,3,1,low
68,packages/react-reconciler/src/__tests__/ReactWakeable-test.js,0.75,3,1,low
342,packages/react-reconciler/src/ReactFiberContext.new.js,0.75,1,1,low
342,packages/react-reconciler/src/ReactFiberTreeReflection.js,0.75,1,1,low
20,packages/react-reconciler/src/ReactFiberTransition.js,0.75,5,1,low
20,packages/react/src/__tests__/testDefinitions/ReactDOM.d.ts,0.75,5,1,low
35,packages/react-devtools-shared/src/hooks/ErrorTester.js,0.75,4,1,low
35,packages/react-devtools-shell/src/app/PartiallyStrictApp/index.js,0.75,4,1,low
35,fixtures/fizz/src/Html.js,0.75,4,1,low
35,fixtures/ssr2/src/Html.js,0.75,4,1,low
35,packages/react-devtools-shared/src/hooks/SourceMapUtils.js,0.75,4,1,low
138,packages/react/src/ReactContext.js,0.75,2,1,low
34,packages/react-server-dom-relay/src/ReactFlightDOMRelayProtocol.js,0.75,4,1,low
135,packages/react-devtools-timeline/src/content-views/utils/text.js,0.75,2,1,low
19,fixtures/fizz/server/delays.js,0.75,5,1,low
63,packages/react-reconciler/src/ReactWorkTags.js,0.74,3,1,low
129,packages/react-devtools-shared/src/backend/views/utils.js,0.74,2,1,low
32,scripts/tasks/eslint.js,0.74,4,1,low
123,packages/react-pg/src/ReactPostgres.js,0.74,2,1,low
59,packages/react-native-renderer/src/legacy-events/accumulateInto.js,0.74,3,1,low
58,fixtures/fizz/server/render-to-stream.js,0.74,3,1,low
282,packages/react-dom/src/__tests__/ReactDOMServerIntegrationUntrustedURL-test.internal.js,0.74,1,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.74,4,1,low
30,packages/react-devtools-timeline/src/view-base/utils/__tests__/clamp-test.js,0.74,4,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ComponentWithMultipleHooksPerLine.js,0.74,4,1,low
275,packages/react-native-renderer/src/ReactNativeFiberInspector.js,0.74,1,1,low
17,scripts/devtools/package.json,0.73,5,1,low
17,packages/react-native-renderer/package.json,0.73,5,1,low
17,packages/use-sync-external-store/src/forks/useSyncExternalStore.forward-to-built-in.js,0.73,5,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentUsingHooksIndirectly.js,0.73,3,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentUsingHooksIndirectly.js,0.73,3,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ComponentUsingHooksIndirectly.js,0.73,3,1,low
273,packages/react-devtools-timeline/src/view-base/__tests__/geometry-test.js,0.73,1,1,low
268,packages/react-server-dom-webpack/src/ReactFlightWebpackNodeLoader.js,0.73,1,1,low
113,packages/react-dom/src/server/ReactDOMFizzStaticNode.js,0.73,2,1,low
262,packages/react-devtools-timeline/src/view-base/utils/__tests__/scrollState-test.js,0.73,1,1,low
259,packages/react-dom/src/client/ReactDOMComponentTree.js,0.73,1,1,low
258,packages/react-dom/src/__tests__/CSSPropertyOperations-test.js,0.73,1,1,low
109,packages/use-subscription/README.md,0.73,2,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithNestedHooks.js,0.73,4,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithNestedHooks.js,0.73,4,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithNestedHooks.js,0.73,4,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithNestedHooks.js,0.73,4,1,low
28,scripts/tasks/linc.js,0.73,4,1,low
107,packages/react-dom/src/server/ReactDOMLegacyServerNodeStream.js,0.73,2,1,low
107,packages/react-dom/src/__tests__/ReactDOMServerIntegrationTextarea-test.js,0.73,2,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/useTheme.js,0.73,4,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/useTheme.js,0.73,4,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/useTheme.js,0.73,4,1,low
50,packages/react-native-renderer/src/legacy-events/ReactSyntheticEventType.js,0.73,3,1,low
49,packages/react-devtools-shell/src/e2e-apps/ListApp.js,0.72,3,1,low
15,packages/react-devtools-timeline/src/view-base/constants.js,0.72,5,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/ComponentWithExternalCustomHooks.js,0.72,4,1,low
47,packages/react-dom/src/shared/sanitizeURL.js,0.72,3,1,low
47,packages/react-native-renderer/src/legacy-events/accumulate.js,0.72,3,1,low
223,packages/react-devtools-shared/src/__tests__/ownersListContext-test.js,0.72,1,1,low
220,packages/react-devtools-timeline/src/view-base/vertical-scroll-overflow/VerticalScrollBarView.js,0.72,1,1,low
46,packages/react-dom/src/client/ToStringValue.js,0.72,3,1,low
93,scripts/rollup/utils.js,0.72,2,1,low
213,packages/react-devtools-shared/src/hooks/__tests__/generateHookMap-test.js,0.72,1,1,low
92,packages/react-devtools-timeline/src/view-base/utils/normalizeWheel.js,0.72,2,1,low
212,packages/react-reconciler/src/__tests__/ReactPersistent-test.js,0.72,1,1,low
24,packages/react-reconciler/src/ReactFiberHostConfigWithNoMicrotasks.js,0.72,4,1,low
207,packages/react-devtools-timeline/src/view-base/utils/scrollState.js,0.71,1,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index.js,0.71,2,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index.js,0.71,2,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/index.js,0.71,2,1,low
43,packages/react-devtools-shared/src/devtools/views/SearchInput.css,0.71,3,1,low
43,packages/react-dom/src/events/CurrentReplayingEvent.js,0.71,3,1,low
23,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithNestedHooks.js,0.71,4,1,low
42,packages/react-server/src/forks/ReactServerStreamConfig.custom.js,0.71,3,1,low
13,packages/use-sync-external-store/shim/with-selector/index.js,0.71,5,1,low
13,fixtures/fizz/src/index.js,0.71,5,1,low
84,fixtures/fizz/server/render-to-buffer.js,0.71,2,1,low
192,packages/react-reconciler/src/__tests__/ReactInterleavedUpdates-test.js,0.71,1,1,low
41,packages/react/src/ReactSharedSubset.experimental.js,0.71,3,1,low
190,packages/react-cache/src/ReactCacheOld.js,0.71,1,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/ContainingStringSourceMappingURL.js,0.71,3,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.71,3,1,low
182,fixtures/fizz/src/BigComponent.js,0.71,1,1,low
39,scripts/shared/__tests__/evalToString-test.js,0.70,3,1,low
39,packages/react-devtools-shared/src/devtools/views/Button.css,0.70,3,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/Example.js,0.70,3,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/Example.js,0.70,3,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/Example.js,0.70,3,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/InlineRequire.js,0.70,4,1,low
21,packages/react/src/ReactCurrentActQueue.js,0.70,4,1,low
21,packages/react-server/src/ReactFlightServerConfig.js,0.70,4,1,low
177,scripts/release/prepare-release-from-npm-commands/update-stable-version-numbers.js,0.70,1,1,low
12,packages/react-devtools-extensions/icons/128-production.png,0.70,5,1,low
12,packages/react-devtools-timeline/src/view-base/resizable/index.js,0.70,5,1,low
77,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementStyleXPlugin.js,0.70,2,1,low
38,packages/react-client/package.json,0.70,3,1,low
38,packages/react-reconciler/src/ReactFiberHostConfigWithNoMutation.js,0.70,3,1,low
20,packages/react-server-dom-relay/src/__mocks__/JSResourceReferenceImpl.js,0.70,4,1,low
74,fixtures/fizz/public/main.css,0.70,2,1,low
73,packages/react-devtools-shared/src/devtools/views/Components/InspectedElement.css,0.70,2,1,low
36,packages/react-devtools-timeline/src/import-worker/readInputData.js,0.70,3,1,low
36,packages/react-devtools-shared/src/devtools/views/Profiler/NoProfilingData.js,0.70,3,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ToDoList.js,0.70,1,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ToDoList.js,0.70,1,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/ToDoList.js,0.70,1,1,low
160,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ToDoList.js,0.70,1,1,low
35,packages/react-pg/package.json,0.70,3,1,low
35,packages/react-reconciler/src/Scheduler.js,0.70,3,1,low
35,fixtures/fizz/server/render-to-string.js,0.70,3,1,low
19,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithUseEffect.js,0.70,4,1,low
19,packages/react-devtools-shared/src/hooks/__tests__/__source__/useTheme.js,0.70,4,1,low
69,packages/react-native-renderer/src/legacy-events/EventBatching.js,0.69,2,1,low
155,packages/react-reconciler/src/ReactFiberTransitionPool.old.js,0.69,1,1,low
34,packages/react-reconciler/src/ReactPortal.js,0.69,3,1,low
34,packages/react-fs/package.json,0.69,3,1,low
34,packages/react-server-native-relay/src/ReactFlightNativeRelayProtocol.js,0.69,3,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithCustomHook.js,0.69,2,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithCustomHook.js,0.69,2,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithCustomHook.js,0.69,2,1,low
152,packages/react-dom/src/__tests__/ReactDOMAttribute-test.js,0.69,1,1,low
149,packages/react-dom/src/client/ReactDOMEventHandle.js,0.69,1,1,low
18,packages/react-dom/npm/server.node.js,0.69,4,1,low
18,packages/react-devtools-timeline/src/view-base/utils/clamp.js,0.69,4,1,low
65,packages/react-dom/src/shared/validAriaProperties.js,0.69,2,1,low
65,scripts/jest/spec-equivalence-reporter/setupTests.js,0.69,2,1,low
62,packages/react-devtools-timeline/src/Timeline.css,0.69,2,1,low
62,packages/react-server-dom-relay/src/ReactServerStreamConfigFB.js,0.69,2,1,low
17,packages/react-native-renderer/src/__mocks__/react-native/Libraries/ReactPrivate/RawEventEmitter.js,0.69,4,1,low
31,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithNamedCustomHooks.js,0.69,3,1,low
137,packages/react-reconciler/src/__tests__/ReactIsomorphicAct-test.js,0.69,1,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.68,3,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.68,3,1,low
30,packages/react-devtools-shared/src/__tests__/__serializers__/timelineDataSerializer.js,0.68,3,1,low
30,packages/react-reconciler/src/ReactFiberHostConfigWithNoTestSelectors.js,0.68,3,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithMultipleHooksPerLine.js,0.68,3,1,low
129,packages/react-devtools-shared/src/hooks/__tests__/__source__/ToDoList.js,0.68,1,1,low
126,scripts/eslint-rules/no-cross-fork-types.js,0.68,1,1,low
125,packages/shared/ReactErrorUtils.js,0.68,1,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentUsingHooksIndirectly.js,0.68,2,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentUsingHooksIndirectly.js,0.68,2,1,low
124,packages/react-devtools-shared/src/hooks/generateHookMap.js,0.68,1,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithNestedHooks.js,0.68,3,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ComponentWithNestedHooks.js,0.68,3,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/ComponentWithNestedHooks.js,0.68,3,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/ComponentWithNestedHooks.js,0.68,3,1,low
9,packages/react-devtools-extensions/icons/128-outdated.png,0.68,5,1,low
55,packages/shared/forks/consoleWithStackDev.www.js,0.68,2,1,low
15,packages/react-devtools-shared/src/hooks/__tests__/__source__/InlineRequire.js,0.68,4,1,low
15,packages/react-devtools-shell/README.md,0.68,4,1,low
118,packages/use-sync-external-store/src/useSyncExternalStoreWithSelector.js,0.67,1,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/useTheme.js,0.67,3,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/useTheme.js,0.67,3,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/useTheme.js,0.67,3,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/useTheme.js,0.67,3,1,low
117,packages/react-dom/src/server/escapeTextForBrowser.js,0.67,1,1,low
117,scripts/devtools/publish-release.js,0.67,1,1,low
53,packages/react-devtools-timeline/src/TimelineNotSupported.js,0.67,2,1,low
116,packages/react-devtools-shared/src/devtools/views/Components/EditableValue.js,0.67,1,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithExternalCustomHooks.js,0.67,3,1,low
26,packages/react-devtools-shared/src/__tests__/__serializers__/treeContextStateSerializer.js,0.67,3,1,low
26,packages/react-devtools-shared/src/__tests__/__serializers__/profilingSerializer.js,0.67,3,1,low
26,packages/react-devtools-inline/__tests__/__e2e__/list-app-utils.js,0.67,3,1,low
26,packages/react-dom/npm/client.js,0.67,3,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithExternalCustomHooks.js,0.67,3,1,low
51,packages/react-devtools-shared/src/__tests__/bridge-test.js,0.67,2,1,low
110,packages/shared/checkPropTypes.js,0.67,1,1,low
14,packages/react/src/ReactSharedSubset.js,0.67,4,1,low
14,fixtures/blocks/src/index.js,0.67,4,1,low
14,packages/react-devtools-timeline/src/import-worker/InvalidProfileError.js,0.67,4,1,low
109,fixtures/fizz/server/server.js,0.67,1,1,low
