loc,entity,risk_score,complexity,revisions,risk_factor
8,packages/use-sync-external-store/npm/index.js,0.67,5,1,low
103,scripts/eslint-rules/warning-args.js,0.67,1,1,low
47,packages/react-reconciler/src/ReactCapturedValue.js,0.66,2,1,low
47,packages/react-devtools-timeline/src/TimelineSearchInput.js,0.66,2,1,low
24,packages/react-reconciler/src/ReactFiberHostConfigWithNoScopes.js,0.66,3,1,low
13,packages/use-sync-external-store/shim/index.native.js,0.66,4,1,low
0,packages/use-sync-external-store/src/useSyncExternalStoreServer.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ComponentWithCustomHook.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ContainingStringSourceMappingURL.js,0.66,1,3,low
0,packages/shared/registerInternalModuleStop.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/useTheme.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/content-views/UserTimingMarksView.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.66,1,3,low
0,packages/react-devtools-shared/src/__tests__/setupEnv.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentUsingHooksIndirectly.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/view-base/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/Example.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/view-base/layouter.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithMultipleHooksPerLine.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithCustomHook.js.map,0.66,1,3,low
0,packages/react-reconciler/src/ReactFiberInterleavedUpdates.old.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentUsingHooksIndirectly.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.66,1,3,low
0,packages/use-sync-external-store/src/useSyncExternalStoreClient.js,0.66,1,3,low
0,packages/react-devtools-timeline/src/ImportButton.js,0.66,1,3,low
0,packages/react-devtools-inline/__tests__/__e2e__/inspecting-props.test.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithCustomHook.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/useTheme.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithCustomHook.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ToDoList.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/InlineRequire.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithExternalCustomHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ToDoList.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/bundle/index.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/Example.js,0.66,1,3,low
0,.github/PULL_REQUEST_TEMPLATE.md,0.66,1,3,low
0,.eslintignore,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentUsingHooksIndirectly.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/parseHookNames/parseSourceAndMetadata.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/useTheme.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ToDoList.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/SourceMapTypes.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/useTheme.js,0.66,1,3,low
0,packages/shared/registerInternalModuleStart.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/content-views/SchedulingEventsView.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ContainingStringSourceMappingURL.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/useTheme.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/Example.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/InlineRequire.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ContainingStringSourceMappingURL.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/Example.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithCustomHook.js.map,0.66,1,3,low
0,packages/create-subscription/package.json,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/bundle/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ToDoList.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/InlineRequire.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/view-base/geometry.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithExternalCustomHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithExternalCustomHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithMultipleHooksPerLine.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithCustomHook.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithCustomHook.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/Example.js,0.66,1,3,low
0,packages/react-devtools-shared/src/PerformanceMarks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ContainingStringSourceMappingURL.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentUsingHooksIndirectly.js.map,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/utils/getBatchRange.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/InlineRequire.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ContainingStringSourceMappingURL.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/SchedulingProfilerContext.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithNestedHooks.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/Example.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithCustomHook.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/InlineRequire.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithCustomHook.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/InlineRequire.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/useTheme.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithMultipleHooksPerLine.js,0.66,1,3,low
0,packages/react-devtools-scheduling-profiler/src/utils/useSmartTooltip.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithExternalCustomHooks.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithMultipleHooksPerLine.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithNestedHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithMultipleHooksPerLine.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/Example.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index.js.map,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentUsingHooksIndirectly.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentUsingHooksIndirectly.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithExternalCustomHooks.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentUsingHooksIndirectly.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/ToDoList.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/InlineRequire.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/useTheme.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ToDoList.js,0.66,1,3,low
0,packages/react-reconciler/src/ReactFiberInterleavedUpdates.new.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/index.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ToDoList.js,0.66,1,3,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.66,1,3,low
0,packages/react-devtools-shell/src/devtools.js,0.66,1,3,low
0,packages/react-devtools-timeline/src/import-worker/__tests__/preprocessData-test.internal.js,0.66,1,3,low
0,.codesandbox/ci.json,0.66,1,3,low
45,packages/react-devtools-shared/src/devtools/views/Profiler/RecordToggle.js,0.66,2,1,low
23,packages/react-dom/unstable_testing.classic.fb.js,0.66,3,1,low
23,packages/react-server-dom-relay/src/__mocks__/ReactFlightDOMRelayClientIntegration.js,0.66,3,1,low
23,packages/react-dom/unstable_testing.js,0.66,3,1,low
44,packages/react-devtools-extensions/README.md,0.66,2,1,low
94,packages/react-devtools-timeline/src/content-views/utils/__tests__/colors-test.js,0.66,1,1,low
94,packages/react-server/src/ReactFizzContext.js,0.66,1,1,low
94,packages/shared/ReactSymbols.www.js,0.66,1,1,low
22,packages/react-devtools-shared/src/errors/UserError.js,0.66,3,1,low
22,packages/react-devtools-shared/src/errors/TimeoutError.js,0.66,3,1,low
22,packages/react-devtools-shared/src/devtools/views/Profiler/ProcessingData.js,0.66,3,1,low
42,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentUsingHooksIndirectly.js,0.66,2,1,low
42,scripts/eslint-rules/no-to-warn-dev-within-to-throw.js,0.66,2,1,low
12,packages/react-devtools-extensions/icons/128-unminified.png,0.66,4,1,low
12,packages/react-devtools-extensions/icons/128-development.png,0.66,4,1,low
90,scripts/eslint-rules/__tests__/no-cross-fork-types-test.internal.js,0.66,1,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index.js,0.65,1,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/index.js,0.65,1,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/index.js,0.65,1,1,low
89,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index.js,0.65,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/InlineRequire.js,0.65,3,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/InlineRequire.js,0.65,3,1,low
21,packages/react-client/src/ReactFlightClientHostConfig.js,0.65,3,1,low
21,packages/react-reconciler/src/ReactHookEffectTags.js,0.65,3,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/InlineRequire.js,0.65,3,1,low
40,packages/react-devtools-shell/e2e.html,0.65,2,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/ContainingStringSourceMappingURL.js,0.65,2,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ContainingStringSourceMappingURL.js,0.65,2,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/ContainingStringSourceMappingURL.js,0.65,2,1,low
86,packages/react-reconciler/src/ReactFiberSyncTaskQueue.new.js,0.65,1,1,low
86,packages/react-reconciler/src/ReactFiberSyncTaskQueue.old.js,0.65,1,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/Example.js,0.65,2,1,low
39,packages/react-dom/index.classic.fb.js,0.65,2,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/Example.js,0.65,2,1,low
20,packages/react-server-native-relay/src/__mocks__/JSResourceReferenceImpl.js,0.65,3,1,low
82,packages/react-devtools-timeline/src/utils/useSmartTooltip.js,0.65,1,1,low
11,packages/react-dom/static.browser.js,0.65,4,1,low
11,packages/react-devtools-timeline/src/import-worker/importFile.worker.js,0.65,4,1,low
11,packages/react-native-renderer/src/legacy-events/PropagationPhases.js,0.65,4,1,low
81,packages/react-reconciler/src/ReactCurrentFiber.js,0.65,1,1,low
19,scripts/error-codes/README.md,0.65,3,1,low
19,packages/use-sync-external-store/src/useSyncExternalStoreShim.js,0.65,3,1,low
19,scripts/flow/react-devtools.js,0.65,3,1,low
19,packages/react/src/__tests__/testDefinitions/ReactDOMClient.d.ts,0.65,3,1,low
36,packages/react-devtools-shared/src/devtools/views/Components/reach-ui/tooltip.js,0.64,2,1,low
6,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementStyleXPlugin.css,0.64,5,1,low
18,packages/react-devtools-shared/src/hooks/__tests__/__source__/ComponentWithExternalCustomHooks.js,0.64,3,1,low
34,packages/react-devtools-shell/src/e2e-regression/app-legacy.js,0.64,2,1,low
68,packages/react-dom/src/shared/assertValidProps.js,0.64,1,1,low
68,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithCustomHook.js,0.64,1,1,low
32,packages/jest-mock-scheduler/package.json,0.64,2,1,low
32,fixtures/flight/server/handler.server.js,0.64,2,1,low
31,scripts/jest/devtools/setupTests.build-devtools-regression.js,0.63,2,1,low
31,packages/react-native-renderer/src/ReactFabricComponentTree.js,0.63,2,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithMultipleHooksPerLine.js,0.63,2,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.63,2,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/index-map/ComponentWithMultipleHooksPerLine.js,0.63,2,1,low
62,packages/react-devtools/app.js,0.63,1,1,low
29,packages/react-devtools-shared/src/devtools/views/Components/reach-ui/menu-button.js,0.63,2,1,low
5,packages/react-devtools-extensions/icons/16-restricted.png,0.63,5,1,low
60,packages/react-dom/src/server/ReactThreadIDAllocator.js,0.63,1,1,low
59,packages/shared/__tests__/ReactError-test.internal.js,0.63,1,1,low
59,packages/react-devtools-shared/src/devtools/views/ErrorBoundary/ErrorView.js,0.63,1,1,low
28,packages/react-dom/src/events/EventSystemFlags.js,0.63,2,1,low
58,packages/react-devtools-shared/src/devtools/views/Profiler/Updaters.js,0.62,1,1,low
57,fixtures/fizz-ssr-browser/index.html,0.62,1,1,low
57,packages/react-devtools-shared/src/backend/views/Highlighter/Highlighter.js,0.62,1,1,low
27,packages/react/src/__tests__/ReactVersion-test.js,0.62,2,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/useTheme.js,0.62,2,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/useTheme.js,0.62,2,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/useTheme.js,0.62,2,1,low
8,packages/use-sync-external-store/npm/shim/with-selector.js,0.62,4,1,low
8,packages/react-devtools-extensions/icons/48-restricted.png,0.62,4,1,low
8,packages/react-devtools-extensions/icons/48-production.png,0.62,4,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentUsingHooksIndirectly.js,0.62,1,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentUsingHooksIndirectly.js,0.62,1,1,low
56,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentUsingHooksIndirectly.js,0.62,1,1,low
14,packages/react-devtools-shared/src/devtools/views/Components/reach-ui/Tooltip.css,0.62,3,1,low
26,packages/react-reconciler/src/ReactFiberLazyComponent.new.js,0.62,2,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.62,2,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithExternalCustomHooks.js,0.62,2,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithExternalCustomHooks.js,0.62,2,1,low
54,packages/shared/shallowEqual.js,0.62,1,1,low
54,fixtures/fizz/scripts/build.js,0.62,1,1,low
13,packages/use-sync-external-store/with-selector.js,0.62,3,1,low
13,packages/use-sync-external-store/src/isServerEnvironment.js,0.62,3,1,low
13,packages/react-devtools-shared/src/isArray.js,0.62,3,1,low
51,packages/react-devtools-shared/src/hooks/SourceMapTypes.js,0.62,1,1,low
49,packages/react-devtools-timeline/src/import-worker/importFile.js,0.61,1,1,low
23,packages/react-server-native-relay/src/__mocks__/ReactFlightNativeRelayClientIntegration.js,0.61,2,1,low
23,packages/react-dom/unstable_testing.modern.fb.js,0.61,2,1,low
47,packages/react-devtools-shared/src/hooks/__tests__/__source__/ComponentWithCustomHook.js,0.61,1,1,low
47,packages/react-noop-renderer/src/ReactNoopFlightClient.js,0.61,1,1,low
4,packages/react-devtools-extensions/icons/32-unminified.png,0.61,5,1,low
4,packages/react-devtools-extensions/icons/32-production.png,0.61,5,1,low
12,packages/react-devtools-extensions/icons/128-deadcode.png,0.61,3,1,low
12,packages/react-devtools-extensions/icons/128-disabled.png,0.61,3,1,low
21,packages/react-server/src/ReactServerFormatConfig.js,0.60,2,1,low
21,packages/react-server/src/ReactServerStreamConfig.js,0.60,2,1,low
43,packages/react-devtools-shared/buildUtils.js,0.60,1,1,low
42,scripts/jest/devtools/config.build-devtools-regression.js,0.60,1,1,low
20,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithUseReducer.js,0.60,2,1,low
20,packages/react-devtools-shell/src/multi/left.js,0.60,2,1,low
40,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.60,1,1,low
40,packages/react-devtools-shell/e2e-regression.html,0.60,1,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/Example.js,0.60,1,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/Example.js,0.60,1,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/Example.js,0.60,1,1,low
39,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/Example.js,0.60,1,1,low
19,packages/react-devtools-shared/src/devtools/views/Components/FetchFileWithCachingContext.js,0.60,2,1,low
10,packages/react-devtools-inline/src/hookNames.js,0.60,3,1,low
38,packages/react-reconciler/src/forks/ReactFiberErrorDialog.www.js,0.59,1,1,low
18,packages/react-devtools-inline/__tests__/__e2e__/utils.js,0.59,2,1,low
18,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/useCustom.js,0.59,2,1,low
17,packages/react-devtools-timeline/src/content-views/utils/__tests__/__modules__/module-one.js,0.59,2,1,low
17,packages/react-server-dom-relay/package.json,0.59,2,1,low
34,scripts/shared/pathsByLanguageVersion.js,0.59,1,1,low
5,packages/react-devtools-extensions/icons/16-development.png,0.59,4,1,low
5,packages/react-devtools-extensions/icons/32-outdated.png,0.59,4,1,low
33,scripts/eslint-rules/__tests__/no-to-warn-dev-within-to-throw-test.internal.js,0.58,1,1,low
31,packages/use-subscription/src/useSubscription.js,0.58,1,1,low
31,fixtures/fizz/README.md,0.58,1,1,low
31,fixtures/attribute-behavior/README.md,0.58,1,1,low
15,packages/react-native-renderer/src/__mocks__/react-native/Libraries/ReactPrivate/CustomEvent.js,0.58,2,1,low
8,packages/react-dom/npm/static.node.js,0.58,3,1,low
8,packages/react-dom/npm/static.browser.js,0.58,3,1,low
8,packages/react/npm/react.shared-subset.js,0.58,3,1,low
8,packages/react-devtools-extensions/icons/48-disabled.png,0.58,3,1,low
30,packages/react-dom/index.js,0.58,1,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/ComponentWithMultipleHooksPerLine.js,0.58,1,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithMultipleHooksPerLine.js,0.58,1,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithMultipleHooksPerLine.js,0.58,1,1,low
30,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithMultipleHooksPerLine.js,0.58,1,1,low
29,packages/react-devtools-timeline/src/view-base/BackgroundColorView.js,0.58,1,1,low
14,packages/react-dom/static.node.js,0.57,2,1,low
14,packages/react-devtools-timeline/src/utils/flow.js,0.57,2,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithNestedHooks.js,0.57,1,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithNestedHooks.js,0.57,1,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithNestedHooks.js,0.57,1,1,low
28,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithNestedHooks.js,0.57,1,1,low
27,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/useTheme.js,0.57,1,1,low
27,fixtures/fizz/src/App.js,0.57,1,1,low
13,packages/shared/assign.js,0.57,2,1,low
13,packages/use-sync-external-store/shim/index.js,0.57,2,1,low
13,fixtures/ssr2/src/index.js,0.57,2,1,low
26,packages/react-reconciler/src/ReactFiberLazyComponent.old.js,0.57,1,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithExternalCustomHooks.js,0.57,1,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.57,1,1,low
26,packages/react-reconciler/src/clz32.js,0.57,1,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.57,1,1,low
26,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/no-columns/ComponentWithExternalCustomHooks.js,0.57,1,1,low
25,packages/react-devtools-shared/src/devtools/views/Profiler/RecordingInProgress.js,0.57,1,1,low
25,packages/react-devtools-shared/src/__tests__/__serializers__/numberToFixedSerializer.js,0.57,1,1,low
25,packages/react-fetch/package.json,0.57,1,1,low
6,packages/react-devtools-shared/README.md,0.56,3,1,low
22,packages/react-devtools-shared/src/hooks/__tests__/__source__/Example.js,0.56,1,1,low
11,scripts/rollup/wrappers/registerInternalModuleEnd.js,0.56,2,1,low
11,scripts/rollup/wrappers/registerInternalModuleBegin.js,0.56,2,1,low
